bpm,119.99876907366512,"beat":[0,0,1]
offset,313
0;2,0,4;3
0;2,0,4;0
0;3,0,4;2
0;3,0,4;1
0;3,2,4;2
0;3,2,4;1
0;4,0,4;3
0;4,0,4;0
0;4,2,4;1
0;5,0,4;2
0;5,2,4;3
0;6,0,4;2
0;6,2,4;2
0;6,2,4;1
0;7,0,4;0
0;7,0,4;3
0;7,2,4;1
0;8,0,4;2
0;8,2,4;2
0;8,2,4;3
0;9,0,4;1
0;9,2,4;2
0;10,0,4;0
0;10,0,4;3
0;10,2,4;2
0;11,0,4;1
0;11,2,4;2
0;12,0,4;3
0;12,2,4;2
0;13,0,4;1
0;13,2,4;0
0;14,0,4;1
0;14,0,4;2
0;14,2,4;0
0;14,2,4;3
0;15,0,4;1
0;15,0,4;2
0;15,2,4;0
0;15,2,4;3
0;16,0,4;1
0;16,0,4;2
0;16,2,4;3
0;16,2,4;0
0;17,0,4;1
0;17,0,4;2
0;17,2,4;0
0;17,2,4;3
0;18,0,4;1
0;18,0,4;2
0;18,2,4;0
0;18,2,4;3
0;19,1,4;0
0;19,1,4;1
0;19,1,4;2
0;19,1,4;3
0;20,1,4;2
0;21,0,4;1
0;21,3,4;1
0;23,0,4;2
0;23,3,4;2
0;25,0,4;2
0;26,0,4;2
0;26,3,4;2
0;28,0,4;1
0;29,0,4;1
0;30,0,4;1
0;31,0,4;1
0;32,0,4;3
0;33,0,4;3
0;34,0,4;3
0;34,3,4;3
0;36,0,4;0
0;36,0,4;3
0;37,0,4;1
0;38,0,4;3
0;38,3,4;1
0;39,3,4;1
0;40,0,4;2
0;41,0,4;2
0;42,0,4;1
0;42,0,4;2
0;43,0,4;2
0;44,0,4;2
0;44,1,4;1
0;45,0,4;1
0;46,0,4;2
0;47,0,4;3
0;48,0,4;3
0;48,2,4;2
0;48,3,4;2
0;49,2,4;2
0;50,1,4;2
0;50,3,4;2
0;52,0,4;0
0;52,0,4;1
0;52,0,4;2
0;52,0,4;3
0;52,3,4;0
0;52,3,4;1
0;52,3,4;2
0;52,3,4;3
0;53,2,4;0
0;53,2,4;1
0;53,2,4;2
0;53,2,4;3
0;54,2,4;1
0;54,2,4;2
0;55,1,4;0
0;55,1,4;3
0;55,2,4;0
0;55,2,4;3
0;55,3,4;0
0;55,3,4;3
0;56,1,4;0
0;56,1,4;3
0;56,2,4;0
0;56,2,4;3
0;56,3,4;0
0;56,3,4;3
0;57,0,4;1
0;57,0,4;2
0;58,0,4;1
0;58,0,4;2
0;59,0,4;2
0;59,0,4;1
0;59,1,4;0
0;59,1,4;3
0;59,2,4;0
0;59,2,4;3
0;59,3,4;0
0;59,3,4;1
0;59,3,4;2
0;59,3,4;3
0;60,1,4;1
0;60,1,4;2
0;60,3,4;1
0;60,3,4;2
0;61,1,4;1
0;61,1,4;2
0;62,0,4;2
0;62,0,4;1
0;63,0,4;1
0;63,0,4;2
0;64,0,4;1
0;64,0,4;2
0;65,0,4;1
0;65,0,4;2
0;65,2,4;0
0;65,2,4;3
0;66,0,4;1
0;66,0,4;2
0;66,1,4;1
0;66,1,4;2
0;66,2,4;1
0;66,2,4;2
0;66,3,4;1
0;66,3,4;2
0;67,0,4;1
0;67,0,4;2
0;68,0,4;3
0;68,0,4;0
0;69,0,4;1
0;69,0,4;2
0;70,0,4;1
0;70,0,4;2
0;71,0,4;1
0;71,0,4;2
0;72,0,4;0
0;72,2,4;1
0;73,0,4;2
0;73,2,4;3
0;74,0,4;2
0;74,2,4;1
0;75,0,4;0
0;75,2,4;1
0;76,0,4;2
0;76,2,4;3
0;77,0,4;2
0;77,2,4;1
0;78,0,4;0
0;78,2,4;1
0;79,0,4;2
0;79,2,4;3
0;80,0,4;2
0;80,2,4;1
0;81,0,4;0
0;81,2,4;1
0;82,0,4;2
0;82,2,4;3
0;83,0,4;3
0;83,0,4;2
0;83,0,4;0
0;83,0,4;1
0;84,0,4;1
0;84,0,4;2
0;84,2,4;0
0;84,2,4;3
0;85,0,4;1
0;85,0,4;2
0;85,2,4;0
0;85,2,4;3
0;86,0,4;1
0;86,0,4;2
0;86,2,4;0
0;86,2,4;3
0;87,0,4;1
0;87,0,4;2
0;87,2,4;0
0;87,2,4;3
0;88,0,4;1
0;88,0,4;2
0;88,2,4;0
0;88,2,4;3
0;89,0,4;1
0;89,0,4;2
0;89,2,4;0
0;89,2,4;3
0;90,0,4;1
0;90,2,4;2
0;91,0,4;3
0;91,2,4;2
0;92,0,4;1
0;92,2,4;0
0;93,0,4;1
0;93,2,4;3
0;94,0,4;0
0;94,2,4;2
0;95,0,4;3
0;95,2,4;1
0;95,2,4;2
0;95,3,4;0
0;95,3,4;3
0;96,0,4;1
0;96,0,4;2
0;96,1,4;0
0;96,1,4;3
0;96,2,4;1
0;96,2,4;2
0;96,3,4;0
0;96,3,4;3
0;97,0,4;2
0;97,0,4;1
0;97,1,4;0
0;97,1,4;3
0;98,0,4;0
0;98,0,4;1
0;98,0,4;2
0;98,0,4;3
0;99,0,4;0
0;99,0,4;1
0;99,0,4;2
0;99,0,4;3
0;100,0,4;1
0;100,0,4;2
0;100,2,4;0
0;100,2,4;3
0;101,0,4;1
0;101,0,4;2
0;101,2,4;0
0;101,2,4;3
0;102,0,4;1
0;102,0,4;2
0;102,2,4;0
0;102,2,4;3
0;103,0,4;1
0;103,0,4;2
0;103,2,4;0
0;103,2,4;3
0;104,0,4;1
0;104,0,4;2
0;104,2,4;0
0;104,2,4;3
0;105,0,4;1
0;105,0,4;2
0;105,2,4;0
0;105,2,4;3
0;106,0,4;1
0;106,2,4;2
0;107,0,4;0
0;107,0,4;3
0;107,2,4;1
0;108,0,4;2
0;108,2,4;0
0;108,2,4;3
0;109,0,4;0
0;109,0,4;1
0;109,0,4;2
0;109,0,4;3
0;110,0,4;0
0;110,0,4;1
0;110,0,4;2
0;110,0,4;3
0;111,0,4;2
0;111,0,4;3
0;111,0,4;1
0;111,0,4;0
0;112,0,4;0
0;112,0,4;1
0;112,0,4;2
0;112,0,4;3
0;112,1,4;0
0;112,1,4;1
0;112,1,4;2
0;112,1,4;3
0;112,2,4;0
0;112,2,4;1
0;112,2,4;2
0;112,2,4;3
0;112,3,4;3
0;112,3,4;2
0;112,3,4;0
0;112,3,4;1
0;113,0,4;0
0;113,0,4;1
0;113,0,4;2
0;113,0,4;3
0;113,1,4;0
0;113,1,4;1
0;113,1,4;2
0;113,1,4;3
0;113,2,4;0
0;113,2,4;1
0;113,2,4;2
0;113,2,4;3
0;113,3,4;2
0;113,3,4;3
0;113,3,4;0
0;113,3,4;1
0;114,0,4;0
0;114,0,4;1
0;114,0,4;2
0;114,0,4;3
0;116,0,4;1
0;116,0,4;2
0;116,2,4;3
0;116,3,4;1
0;117,2,4;0
0;117,2,4;3
0;117,3,4;0
0;117,3,4;3
0;118,2,4;0
0;118,2,4;3
0;118,3,4;3
0;118,3,4;0
0;119,0,4;0
0;119,0,4;3
0;120,0,4;0
0;120,0,4;3
0;120,2,4;1
0;120,2,4;2
0;121,0,4;0
0;121,0,4;3
0;121,2,4;1
0;121,2,4;2
0;121,3,4;1
0;121,3,4;2
0;122,0,4;1
0;122,0,4;2
0;122,1,4;1
0;122,1,4;2
0;122,2,4;2
0;122,2,4;1
0;122,3,4;1
0;122,3,4;2
0;123,0,4;1
0;123,0,4;2
0;124,0,4;1
0;124,0,4;2
0;125,0,4;0
0;125,0,4;3
0;126,0,4;1
0;126,0,4;2
0;127,0,4;0
0;127,0,4;3
0;127,2,4;1
0;127,2,4;2
0;128,0,4;0
0;128,0,4;3
0;128,2,4;1
0;128,2,4;2
0;129,0,4;0
0;129,0,4;3
0;129,2,4;1
0;129,2,4;2
0;131,0,4;0
0;131,0,4;1
0;131,0,4;2
0;131,0,4;3
0;131,1,4;0
0;131,1,4;1
0;131,1,4;2
0;131,1,4;3
0;132,0,4;1
0;132,2,4;2
0;133,0,4;3
0;133,2,4;2
0;134,0,4;1
0;134,2,4;0
0;135,0,4;2
0;135,2,4;0
0;135,2,4;3
0;136,0,4;1
0;136,0,4;2
0;136,2,4;0
0;136,2,4;3
0;137,0,4;1
0;137,0,4;2
0;137,2,4;0
0;137,2,4;3
0;138,0,4;1
0;138,0,4;2
0;138,2,4;0
0;138,2,4;1
0;138,2,4;2
0;138,2,4;3
0;139,0,4;0
0;139,0,4;1
0;139,0,4;2
0;139,0,4;3
0;139,2,4;1
0;139,2,4;2
0;140,0,4;0
0;140,0,4;3
0;140,2,4;1
0;140,2,4;2
0;141,0,4;3
0;141,0,4;0
0;141,2,4;1
0;141,2,4;2
0;142,0,4;0
0;142,0,4;1
0;142,0,4;2
0;142,0,4;3
0;142,1,4;1
0;142,1,4;3
0;142,1,4;2
0;142,1,4;0
0;143,0,4;0
0;143,0,4;1
0;143,0,4;2
0;143,0,4;3
0;144,0,4;3
0;144,0,4;2
0;144,0,4;1
0;144,0,4;0
0;144,1,4;1
0;144,1,4;0
0;144,1,4;3
0;144,1,4;2
0;144,2,4;0
0;144,2,4;1
0;144,2,4;2
0;144,2,4;3
0;144,3,4;0
0;144,3,4;1
0;144,3,4;2
0;144,3,4;3
0;146,0,4;1
0;146,0,4;2
0;147,0,4;1
0;147,0,4;2
0;148,0,4;1
0;148,2,4;2
0;149,0,4;3
0;149,2,4;2
0;150,0,4;0
0;150,0,4;1
0;150,0,4;2
0;150,0,4;3
0;150,2,4;2
0;151,0,4;3
0;151,2,4;2
0;152,0,4;0
0;152,2,4;1
0;153,0,4;2
0;153,2,4;3
0;154,0,4;3
0;154,3,4;3
