bpm,119.99876907366512
offset,313
0;3,2,4;2
0;3,3,4;2
0;4,0,4;3
0;4,0,4;1
0;4,1,4;1
0;4,3,4;0
0;4,3,4;3
0;5,0,4;0
0;5,2,4;0
0;5,3,4;3
0;6,0,4;1
0;6,0,4;0
0;6,0,4;2
0;6,1,4;1
0;6,1,4;3
0;6,2,4;2
0;6,3,4;0
0;6,3,4;1
0;6,3,4;3
0;7,0,4;1
0;7,2,4;0
0;7,2,4;1
0;7,3,4;3
0;8,0,4;0
0;8,0,4;2
0;8,1,4;2
0;8,3,4;2
0;8,3,4;3
0;9,0,4;2
0;9,2,4;3
0;9,3,4;0
0;10,0,4;1
0;10,0,4;2
0;10,0,4;3
0;10,1,4;2
0;10,1,4;0
0;10,2,4;1
0;10,3,4;0
0;10,3,4;2
0;10,3,4;3
0;11,0,4;2
0;11,2,4;0
0;11,2,4;3
0;11,3,4;0
0;11,3,4;2
0;12,0,4;1
0;12,0,4;3
0;12,1,4;1
0;12,3,4;0
0;12,3,4;3
0;13,0,4;0
0;13,1,4;1
0;13,2,4;3
0;13,3,4;1
0;14,0,4;0
0;14,0,4;2
0;14,1,4;2
0;14,3,4;0
0;14,3,4;3
0;15,0,4;1
0;15,0,4;3
0;15,1,4;1
0;15,1,4;2
0;15,2,4;2
0;16,0,4;0
0;16,0,4;3
0;16,1,4;1
0;16,1,4;2
0;16,2,4;1
0;16,3,4;3
0;17,0,4;0
0;17,0,4;2
0;17,1,4;1
0;17,1,4;3
0;17,2,4;2
0;17,3,4;1
0;18,0,4;0
0;18,0,4;3
0;18,2,4;0
0;18,2,4;3
0;19,0,4;0
0;19,0,4;1
0;19,0,4;2
0;19,0,4;3
0;20,0,4;3
0;20,0,4;1
0;20,0,4;0
0;20,1,4;1
0;20,1,4;2
0;20,2,4;0
0;20,3,4;2
0;20,3,4;3
0;21,0,4;1
0;21,0,4;3
0;21,1,4;0
0;21,1,4;2
0;21,3,6;1
0;21,3,6;2
0;21,3,4;1
0;22,0,6;0
0;22,0,6;2
0;22,0,6;3
0;22,1,4;2
0;22,2,4;0
0;22,2,4;1
0;22,3,4;0
0;22,3,4;1
0;22,3,4;3
0;23,0,4;2
0;23,1,4;1
0;23,2,4;2
0;23,2,4;0
0;23,2,4;3
0;23,3,4;1
0;23,3,4;3
0;24,0,4;1
0;24,0,4;2
0;24,1,4;3
0;24,2,4;0
0;24,2,4;2
0;24,3,4;2
0;25,0,4;0
0;25,0,4;1
0;25,0,4;3
0;25,1,4;2
0;25,1,4;0
0;25,2,4;2
0;25,3,4;1
0;26,0,4;0
0;26,0,4;2
0;26,0,4;3
0;26,1,4;1
0;26,1,4;2
0;26,2,4;1
0;26,2,4;3
0;26,3,4;2
0;27,0,4;0
0;27,0,4;3
0;27,0,4;1
0;27,1,4;1
0;27,2,4;0
0;27,2,4;2
0;27,2,4;3
0;27,3,4;0
0;27,3,4;2
0;28,0,4;1
0;28,0,4;2
0;28,1,4;1
0;28,2,4;2
0;28,2,4;3
0;28,2,4;0
0;28,3,4;1
0;28,3,4;2
0;29,0,4;1
0;29,1,4;3
0;29,2,4;0
0;29,2,4;1
0;29,2,4;2
0;29,3,4;1
0;29,3,4;2
0;30,0,4;3
0;30,0,4;0
0;30,1,4;0
0;30,2,4;2
0;30,2,4;3
0;30,2,4;1
0;30,3,4;0
0;30,3,4;2
0;31,0,4;1
0;31,1,4;2
0;31,2,4;0
0;31,2,4;1
0;31,2,4;3
0;31,3,4;1
0;32,0,4;2
0;32,0,4;3
0;32,0,4;0
0;32,1,4;1
0;32,1,4;2
0;32,2,4;3
0;32,3,4;0
0;32,3,4;2
0;33,0,4;1
0;33,0,4;2
0;33,0,4;3
0;33,1,4;1
0;33,2,4;2
0;33,2,4;3
0;33,3,4;2
0;34,0,4;0
0;34,0,4;1
0;34,0,4;3
0;34,1,4;0
0;34,1,4;2
0;34,2,4;1
0;34,2,4;2
0;34,3,4;1
0;34,3,4;3
0;35,0,4;2
0;35,0,4;3
0;35,0,4;0
0;35,1,4;2
0;35,2,4;0
0;35,2,4;3
0;35,3,4;1
0;36,0,288;0
0;36,0,288;2
0;36,0,288;3
0;36,72,288;1
0;36,72,288;2
0;36,144,288;0
0;36,216,288;3
0;36,216,288;2
0;37,0,288;1
0;37,0,288;3
0;37,72,288;0
0;37,72,288;2
0;37,144,288;1
0;37,144,288;2
0;37,216,288;1
0;38,0,288;0
0;38,0,288;2
0;38,0,288;3
0;38,72,288;2
0;38,144,288;0
0;38,144,288;1
0;38,216,288;0
0;38,216,288;1
0;38,216,288;3
0;39,0,288;2
0;39,72,288;1
0;39,144,288;0
0;39,144,288;2
0;39,144,288;3
0;39,216,288;1
0;39,216,288;3
0;40,0,288;1
0;40,0,288;2
0;40,72,288;3
0;40,144,288;2
0;40,144,288;0
0;40,216,288;2
0;41,0,288;0
0;41,0,288;1
0;41,0,288;3
0;41,72,288;0
0;41,72,288;2
0;41,144,288;2
0;41,216,288;1
0;42,0,288;0
0;42,0,288;2
0;42,0,288;3
0;42,72,288;1
0;42,72,288;2
0;42,144,288;1
0;42,144,288;3
0;42,216,288;2
0;43,0,288;0
0;43,0,288;1
0;43,0,288;3
0;43,72,288;1
0;43,144,288;0
0;43,144,288;2
0;43,144,288;3
0;43,216,288;2
0;43,216,288;0
0;44,0,288;1
0;44,0,288;2
0;44,72,288;1
0;44,144,288;0
0;44,144,288;2
0;44,144,288;3
0;44,216,288;1
0;44,216,288;2
0;45,0,288;1
0;45,72,288;3
0;45,144,288;0
0;45,144,288;1
0;45,144,288;2
0;45,216,288;1
0;45,216,288;2
0;46,0,288;0
0;46,0,288;3
0;46,72,288;0
0;46,144,288;1
0;46,144,288;2
0;46,144,288;3
0;46,216,288;0
0;46,216,288;2
0;47,0,288;1
0;47,72,288;2
0;47,144,288;0
0;47,144,288;3
0;47,144,288;1
0;47,216,288;1
0;48,0,288;0
0;48,0,288;2
0;48,0,288;3
0;48,72,288;1
0;48,72,288;2
0;48,144,288;3
0;48,216,288;0
0;48,216,288;2
0;49,0,288;3
0;49,0,288;2
0;49,0,288;1
0;49,72,288;1
0;49,144,288;2
0;49,144,288;3
0;49,216,288;2
0;50,0,288;0
0;50,0,288;1
0;50,0,288;3
0;50,1,4;1
0;50,2,4;0
0;50,2,4;2
0;50,3,4;2
0;51,0,4;3
0;51,0,4;0
0;51,2,4;2
0;51,3,4;2
0;52,0,4;1
0;52,0,4;3
0;52,0,4;0
0;52,1,4;1
0;52,2,4;0
0;52,2,4;3
0;52,3,4;1
0;52,3,4;3
0;53,0,4;1
0;53,0,4;2
0;53,1,4;2
0;53,2,4;0
0;53,2,4;1
0;53,3,4;1
0;54,0,4;0
0;54,0,4;3
0;54,1,4;2
0;54,2,4;0
0;54,2,4;2
0;54,3,4;1
0;54,3,4;3
0;55,0,4;2
0;55,0,4;0
0;55,0,4;1
0;55,1,4;2
0;55,2,4;1
0;55,2,4;3
0;55,3,4;1
