bpm,163.0
offset,{"$ver":0
0;2,0,4;2
0;3,0,4;0
0;4,0,4;2
0;5,0,4;0
0;6,0,4;2
0;7,0,4;0
0;7,2,4;2
0;8,2,4;3
0;8,3,4;0
0;9,0,4;3
1;10,0,4;12,0,4;1
0;10,0,4;2
1;12,0,4;14,0,4;2
1;14,0,4;16,0,4;0
1;16,0,4;18,0,4;3
1;18,0,4;20,0,4;1
1;20,0,4;22,0,4;3
1;22,0,4;23,0,4;0
1;23,0,4;24,0,4;2
1;24,0,4;25,0,4;1
1;25,0,4;26,0,4;3
0;26,0,4;0
0;27,0,4;0
0;28,0,4;2
0;29,0,4;2
0;30,0,4;1
0;31,0,4;1
0;32,0,4;3
0;33,0,4;3
0;34,0,4;0
0;35,0,4;0
0;36,0,4;3
0;37,0,4;3
0;38,0,4;1
0;38,0,4;2
0;40,2,4;2
0;40,3,4;0
0;41,0,4;2
0;42,0,4;0
0;42,0,4;3
0;43,0,4;0
0;44,0,4;2
0;45,0,4;2
0;46,0,4;1
0;47,0,4;1
0;48,0,4;3
0;49,0,4;3
0;50,0,4;0
0;51,0,4;0
0;52,0,4;3
0;53,0,4;3
0;54,0,4;2
0;55,0,4;1
0;56,0,4;2
0;57,0,4;0
0;57,0,4;3
0;58,0,4;1
0;58,0,4;2
0;59,0,4;1
0;60,0,4;2
0;61,0,4;2
0;62,0,4;0
0;63,0,4;0
0;64,0,4;3
0;65,0,4;3
0;66,0,4;0
0;67,0,4;0
0;68,0,4;3
0;69,0,4;3
0;70,0,4;2
0;71,0,4;1
0;72,0,4;2
0;73,0,4;0
0;73,0,4;3
0;75,0,4;2
0;77,0,4;2
0;79,0,4;2
0;81,0,4;2
0;83,0,4;1
0;85,0,4;1
0;87,0,4;1
0;89,0,4;1
0;90,0,4;3
0;91,0,4;0
0;93,0,4;0
0;95,0,4;0
0;97,0,4;0
0;99,0,4;3
0;101,0,4;3
0;102,0,4;0
0;106,0,4;3
0;107,0,4;2
0;108,0,4;1
0;109,0,4;0
0;110,0,4;1
0;111,0,4;3
0;112,0,4;1
0;112,2,4;3
0;113,0,4;0
0;114,0,4;3
0;115,0,4;2
0;116,0,4;1
0;117,0,4;0
1;118,0,4;119,0,4;3
1;119,0,4;120,0,4;0
1;120,0,4;121,0,4;3
1;121,0,4;122,0,4;1
0;122,0,4;2
0;122,2,4;0
0;123,0,4;3
0;124,0,4;1
0;124,2,4;3
0;125,0,4;0
0;126,0,4;1
0;127,0,4;3
0;128,0,4;1
0;128,2,4;3
0;129,0,4;0
0;130,0,4;1
0;131,0,4;3
0;132,0,4;1
0;133,0,4;3
0;133,2,4;1
0;134,0,4;3
0;138,0,4;2
0;139,0,4;0
0;140,0,4;3
0;140,2,4;1
0;141,0,4;2
0;142,0,4;1
0;143,0,4;0
0;144,0,4;2
0;145,0,4;0
0;146,0,4;3
0;147,0,4;1
0;149,0,4;1
0;149,2,4;2
0;150,0,4;0
0;151,0,4;1
0;152,0,4;2
0;153,0,4;3
0;154,0,4;2
0;155,0,4;0
0;156,0,4;2
0;158,0,4;3
0;159,0,4;0
0;161,0,4;2
0;161,2,4;1
0;162,0,4;3
0;163,0,4;0
0;164,0,4;3
0;164,2,4;1
0;165,0,4;2
0;166,0,4;1
0;167,0,4;0
0;167,2,4;2
0;168,0,4;0
0;169,0,4;1
0;170,0,4;2
0;171,0,4;3
0;173,0,4;2
0;173,2,4;0
0;174,0,4;2
0;175,0,4;1
0;176,0,4;3
0;177,0,4;2
0;178,0,4;1
0;179,0,4;0
1;180,0,4;184,0,4;3
1;186,0,4;188,0,4;0
0;186,0,4;2
0;187,0,4;2
1;188,0,4;190,0,4;2
0;189,0,4;1
1;190,0,4;192,0,4;1
0;191,0,4;3
1;192,0,4;194,0,4;3
0;193,0,4;0
1;194,0,4;196,0,4;0
0;195,0,4;3
1;196,0,4;198,0,4;3
0;197,0,4;0
1;198,0,4;199,0,4;0
1;199,0,4;200,0,4;2
1;200,0,4;201,0,4;1
1;201,0,4;202,0,4;3
0;202,0,4;0
1;202,0,4;204,0,4;1
0;203,0,4;2
1;204,0,4;206,0,4;2
0;205,0,4;0
1;206,0,4;208,0,4;0
0;207,0,4;3
1;208,0,4;210,0,4;3
0;209,0,4;0
1;210,0,4;212,0,4;0
0;211,0,4;3
1;212,0,4;214,0,4;3
0;213,0,4;1
1;214,0,4;216,0,4;1
0;214,0,4;2
0;216,2,4;3
0;216,3,4;0
0;217,0,4;3
0;218,0,4;0
1;218,0,4;219,0,4;3
1;219,0,4;220,0,4;0
0;220,0,4;2
0;220,2,4;1
1;221,2,4;222,2,4;2
0;222,2,4;1
1;223,0,4;224,0,4;3
0;224,0,4;0
0;225,0,4;2
0;225,2,4;0
1;226,0,4;227,0,4;1
1;227,0,4;228,0,4;3
1;228,0,6;228,4,6;1
0;228,4,6;3
0;229,2,4;2
0;230,0,4;0
0;230,2,4;1
0;231,0,4;2
1;232,0,4;233,0,4;3
0;233,0,4;1
0;234,0,4;0
1;234,0,4;235,0,4;3
1;235,0,4;236,0,4;0
0;236,0,4;2
0;236,2,4;1
1;237,2,4;238,2,4;2
0;238,2,4;1
1;239,0,4;240,0,4;3
0;240,0,4;0
0;241,0,4;2
0;241,2,4;0
0;242,0,4;2
0;242,2,4;1
0;243,0,4;3
0;243,2,4;2
1;244,0,6;244,4,6;1
0;244,2,3;3
0;245,2,4;2
1;246,0,4;247,0,4;0
1;247,0,4;248,0,4;3
1;248,0,4;249,0,4;1
0;249,0,4;2
0;250,0,288;0
0;250,0,4;3
0;251,0,4;0
0;252,0,4;2
0;253,0,4;2
0;254,0,4;1
0;255,0,4;1
0;256,0,4;3
0;257,0,4;3
0;258,0,4;0
0;259,0,4;0
0;260,0,4;3
0;261,0,4;3
0;262,0,4;2
0;263,0,4;1
0;264,0,4;2
0;265,0,288;0
0;265,0,4;3
0;266,0,4;1
0;266,0,4;2
0;267,0,4;1
0;268,0,4;2
0;269,0,4;2
0;270,0,4;0
0;271,0,4;0
0;272,0,4;3
0;273,0,4;3
0;274,0,4;0
0;275,0,4;0
0;276,0,4;3
0;277,0,4;3
0;278,0,4;2
0;279,0,4;1
0;280,0,4;2
0;281,0,4;0
0;281,0,4;3
0;282,0,4;1
0;284,0,4;2
0;286,0,4;3
0;290,0,4;0
0;292,0,4;2
0;294,0,4;3
0;298,0,4;0
0;300,0,4;1
0;302,0,4;2
0;304,0,4;3
0;306,0,4;2
0;306,2,4;0
0;307,0,4;1
0;307,2,4;2
0;308,0,4;0
0;308,0,4;3
0;309,0,4;1
0;310,0,4;2
0;310,0,4;3
0;312,0,4;1
0;312,0,4;2
